names,members,birth_name,birth_place,birth_date,gender,category,spotify track artist audio.artist_name,spotify track artist audio.artist_id
Active Child,,Patrick James Grossi,"[[Elizabeth, New Jersey]], U.S.",{{Birth date and age|1983|05|28}},,,Active Child,54KTsBl98buzGkELjGlnuU
Keaton Henson,,,"London, England",{{birth-date and age|24 March 1988}},,,Keaton Henson,6GFfu1alUSrL7qazImC160
The Script,[[Danny O'Donoghue]]<br />Mark Sheehan<br />Glen Power,,"[[Dublin]], Ireland",,,,The Script,3AQRLZ9PuTAozP28Skbq8V
Jack's Mannequin,,,"[[Orange County, California|Orange County]], [[California]], United States",,,,Jack's Mannequin,42aeGx2I3uXINpGqC8L0LD
Moby,,Richard Melville Hall,"[[New York City]], U.S.",{{birth date and age|1965|9|11}},,,Moby,3OsRAKCvk37zwYcnzRf5XF
Mikky Ekko,,John Stephen Sudduth,"[[Shreveport, Louisiana]], United States",{{birth date and age|1984|12|17}},male,American_male_singer-songwriters,Mikky Ekko,1buzCmyYZE4kcdLRudsb8V
Foxygen,"* Sam France
* [[Jonathan Rado]]",,"[[Agoura Hills, California]], U.S.",,,,Foxygen,55LHFEtIplWhsfyWZUwkf4
Django Django,David Maclean<br />Vincent Neff<br />Jimmy Dixon<br />Tommy Grace,,"London, England",,,,Django Django,2ARO60gI5do88ho6azmzab
Born Ruffians,Mitch DeRosier<br />Steve Hamelin<br />Luke Lalonde<br />Maddy Wilde,,"[[Midland, Ontario]], Canada",,,,Born Ruffians,7wGrLSB3v7jkV3fSsjYwtv
Deerhunter,"*[[Bradford Cox]]
*[[Lockett Pundt]]
*[[Moses Archuleta]]
*[[Josh McKay (musician)|Josh McKay]]
*Javier Morales",,"[[Atlanta]], [[Georgia (U.S. State)|Georgia]], United States",,,,Deerhunter,38zTZcuN7nFvVJ6auhc6V3
Elliphant,,Ellinor Miranda Salome Olovsdotter,"[[Stockholm]], Sweden",{{birth date and age|1985|10|8|df|=|yes}},female,Swedish_female_singers,Elliphant,134GdR5tUtxJrf8cpsfpyY
Ylvis,{{hlist|Vegard Ylvisåker|Bård Ylvisåker}},,,,,,Ylvis,2lEOFtf3cCyzomQcMHJGfZ
Donkeyboy,[[Cato Sundberg]]<br />Kent Sundberg<br />Peter Michelsen<br />Thomas Drabløs,,"[[Drammen]], Norway",,,,Donkeyboy,0UACE2nWl5uUyJRo1kIYQO
Drive-By Truckers,[[Patterson Hood]]<br />[[Mike Cooley (American musician)|Mike Cooley]]<br />Brad Morgan<br />[[Jay Gonzalez (musician)|Jay Gonzalez]]<br />Matt Patton,,"[[Athens, Georgia]], U.S.",,,,Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v
LostAlone,Steven Battelle<br />Alan Williamson<br />Mark Gibson,,"[[Derby]], England, UK",,,,LostAlone,0rAOPs8hf2bB7KECYDdaMC
Peter Bjorn and John,"* [[Peter Morén]]
* [[Björn Yttling]]
* [[John Eriksson (musician)|John Eriksson]]",,"[[Stockholm]], Sweden",,,,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86
The Jungle Giants,"* Sam Hales
* Cesira Aitken
* Andrew Dooris
* Keelan Bijker",,"[[Brisbane, Queensland]], Australia",,,,The Jungle Giants,6wFwvxJkurQPU2UdeD4qVt
Lenka,,Lenka Kripac,"[[Bega, New South Wales]], Australia",{{birth date and age|df|=|yes|1978|3|19}},female,Australian_female_pop_singers,Lenka,5g3uG8zZZANGT6YOssgjfC
The Glitch Mob,[[edIT (musician)|edIT]] (Edward Ma)<br/>Boreta (Justin Boreta)<br/>Ooah (Josh Mayer),,"[[Los Angeles]], [[California]], United States",,,,The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD
Sir Sly,"*Landon Jacobs
*Jason Suwito
*Hayden Coplen",,"[[Los Angeles]], [[California]], [[United States|U.S.]]",,,,Sir Sly,3DFoVPonoAAt4EZ1FEI8ue
Electric Guest,[[Asa Taccone]]<br />Matthew Compton<br />[[Luke Top]]<br />Reese Richardson,,"[[Los Angeles]], United States",,,,Electric Guest,7sgWBYtJpblXpJl2lU5WVs
Macklemore,,Benjamin Hammond Haggerty,"[[Seattle, Washington]], U.S.",{{Birth date and age|1983|6|19}},male,American_male_rappers,Macklemore,3JhNCzhSMTxs9WLGJJxWOY
Amber Run,{{bulleted list|Joshua Keogh|Tom Sperring|Henry Wyeth}},,"[[Nottingham]], England",,,,Amber Run,0MmnmsAuQKRFpo6vJElcaU
Gregory and the Hawk,,,"New York City, United States",,female,American_female_guitarists,Gregory and the Hawk,76GWaBetiXXBUtoPm46qif
Milk & Bone,Laurence Lafond-Beaulne<br/>Camille Poliquin,,"[[Montreal]], [[Quebec]], Canada",,,,Milk & Bone,4fmvA5uVlZUNsje29D1PaW
Martin Solveig,,Martin Laurent Picandet,"[[Neuilly-sur-Seine]], France",{{birth date and age|df|=|yes|1976|09|22}},,,Martin Solveig,1bj5GrcLom5gZFF5t949Xl
The High Strung,[[Josh Malerman]]<br/>Chad Stocker<br/>Derek Berk<br/>Stephen Palmer<br/>Mark Owen,,"[[Detroit]], [[Michigan]], [[United States]]",,,,The High Strung,0nlXYsUANsIcOQHExAL18d
Sharon Van Etten,,Sharon Katharine Van Etten,"[[Belleville, New Jersey]], United States",{{Birth date and age|1981|02|26|mf|=|yes}},female,American_female_rock_singers,Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe
Mother Mother,"* [[Ryan Guldemond]]
* Molly Guldemond
* Ali Siadat
* Jasmin Parkin
* Mike Young",,"[[Quadra Island]], [[British Columbia]], Canada",,,,Mother Mother,0e86yPdC41PGRkLp2Q1Bph
James Horner,,James Roy Horner,"Los Angeles, California, U.S.",{{birth date|1953|08|14}},,,James Horner,3PhL2Vdao2v8SS8AptuhAr
Fleet Foxes,"* [[Robin Pecknold]]
* Skyler Skjelset
* Casey Wescott
* [[Christian Wargo]]
* Morgan Henderson",,"[[Seattle]], [[Washington (state)|Washington]], U.S.",,,,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb
Joshua Radin,,,"[[Cleveland]], [[Ohio]], U.S.",{{birth date and age|mf|=|y|1974|06|14}},male,American_male_guitarists,Joshua Radin,7omzannyG2lfDqP5xyZo34
Night Terrors of 1927,,,"Los Angeles, California, United States",,,,Night Terrors of 1927,7m3fe3erw9iO9gs4AeLSG8
Alan Silvestri,,Alan Anthony Silvestri,"New York City, U.S.",{{Birth date and age|1950|3|26}},,,Alan Silvestri,0Xk15jHKly4c3AhPr5vjoA
Hayley Kiyoko,,Hayley Kiyoko Alcroft,"[[Los Angeles, California]], U.S.",{{birth date and age|1991|4|3}},,,Hayley Kiyoko,3LjhVl7GzYsza1biQjTpaN
Zella Day,,Zella Day Kerr,"{{nowrap|[[Pinetop-Lakeside, Arizona]], U.S.}}",{{birth date and age|1995|03|13}},female,American_female_singer-songwriters,Zella Day,100sLnojEpcadRx4edEBA6
Kaizers Orchestra,[[Janove Ottesen]]<br>[[Geir Zahl]]<br>[[Terje Winterstø Røthing]]<br>Rune Solheim <br>Helge Risa<br>Øyvind Storesund,,"[[Bryne]], Norway",,,,Kaizers Orchestra,1s1DnVoBDfp3jxjjew8cBR
Belle and Sebastian,[[Stuart Murdoch (musician)|Stuart Murdoch]]<br />[[Stevie Jackson]]<br />[[Sarah Martin (musician)|Sarah Martin]]<br />[[Chris Geddes]]<br />[[Richard Colburn]]<br />[[Bobby Kildea]]<br />[[Dave McGowan (musician)|Dave McGowan]],,"[[Glasgow]], Scotland",,,,Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h
Desiigner,,Sidney Royel Selby III,"New York City, U.S.",{{birth date and age|1997|05|03}},male,African-American_male_rappers,Desiigner,7pFeBzX627ff0VnN6bxPR4
Highasakite,[[Ingrid Helene Håvik]]<br/>[[Trond Bersu]],,[[Norway]],,,,Highasakite,5awQWdBpLqN2KFVRN8w56T
Fickle Friends,Natassja Shiner<br>Jack Wilson<br>Harry Herrington<br>Sam Morris,,"[[Brighton]], [[East Sussex]], England",,,,Fickle Friends,1nhSLEYdoBHG6cJ8NDwoF1
Tez Cadey,,Malo Brisout,"[[Morristown, New Jersey]], U.S.",{{birth date and age|mf|=|yes|1993|8|3}},,,Tez Cadey,5cBeFQv3kBVP8o15CmPTKb
Santigold,,Santi White,"[[Philadelphia]], [[Pennsylvania]], U.S.",{{nowrap|Birth date and age|mf|=|yes|1976|9|25}} {{Birth date and age|mf|=|yes|1976|9|25}},female,African-American_female_singer-songwriters,Santigold,6Jrxnp0JgqmeUX1veU591p
Twin Shadow,,George William Lewis Jr.,"[[Bushwick, Brooklyn]], NY, U.S.",{{Birth date and age|1983|3|30}},,,Twin Shadow,6fLrPFLWLSCrp7gcTZXcKb
Son Lux,"{{plainlist|
*[[Ryan Lott]]
*[[Rafiq Bhatia]]
*Ian Chang}}",,"[[New York City|New York]], United States",,,,Son Lux,3kZdsaTYgaaolNxpnJ4iDe
Alice Boman,,Alice Maria Boman,"[[Malmö]], Sweden",,female,Swedish_female_singers,Alice Boman,3WiytRnvoL0kT3oAGl9TCt
The Acid,"* [[Adam Freeland]]
* Steve Nalepa
* [[Jens Kuross]]
* [[RY X]]",,,,,,The Acid,0bRtSoJSpQdnbB3dWrWprR
Eric Prydz,,Eric Sheridan Prydz,"[[Täby Municipality|Täby]], [[Stockholm County]], Sweden",{{birth date and age|1976|7|19|df|=|y}},,,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R
Bag Raiders,Jack Glass<br />Chris Stracey,,"[[Sydney]], [[New South Wales]], Australia",,,,Bag Raiders,6fXEqmGQEt6ONuqVmwrN46
Greg Laswell,,,"San Diego, California, U.S.",{{birth date and age|1974|4|26}},,,Greg Laswell,2Mf99N2VcDEcVuocyBLhyC
Kate Ryan,,Katrien Verbeeck,"[[Tessenderlo]], Belgium",{{birth date and age|df|=|yes|1980|07|22}},,,Kate Ryan,47BNWfpngeFHYvBlPPyraM
Magic Man,,,,,,,Magic Man,6ejhZKxWJr9apHAzj74DHv
John Gibbons,,,"[[Great Falls, Montana]]",,,,John Gibbons,72luDUYRlE8N8lPSgyhiwo
Cezinando,,Kristoffer Cezinando Karlsen,"[[Oslo]], [[Norway]]",{{birth date and age|1995|08|03}},,,Cezinando,504cl42JQLRqlZddfZ3S4z
Tove Styrke,,Tove Anna Linnéa Östman Styrke,"[[Umeå]], Sweden",{{birth date and age|df|=|yes|1992|11|19}},female,Swedish_female_singers,Tove Styrke,2QSPrJfYeRXaltEEiriXN9
Transviolet,"*Sarah McTaggart
*Judah McCarthy
*Michael Panek
*Jon Garcia",,"[[San Diego, California]]",,,,Transviolet,7ixzNQXQ64I2ayrtyhlF7i
Small Black,Ryan Heyner<br>Josh Kolenik<br>Juan Pieczanski<br>Jeff Curtin,,"[[Brooklyn]], [[New York City]], United States",,,,Small Black,1J6xqDysFw6YiQ0vMvIKds
S U R V I V E,Kyle Dixon<br>Michael Stein<br>Mark Donica<br>Adam Jones,,"Austin, Texas, United States",,,,S U R V I V E,12cKwxUl6Ku3VpSB3LjrM5
Little Scream,,Laurel Sprengelmeyer,"Montreal, Quebec, Canada",,,,Little Scream,2U7njwghtRR6ofLobG32Lk
Jodi Benson,,Jodi Marie Marzorati,"[[Rockford, Illinois]], U.S.",{{Birth date and age|1961|10|10}},,,Jodi Benson,4mmMtabvFCKA6HfmVmitNH
Generationals,Grant Widmer (vocals/guitars) <br /> Ted Joyner (vocals/guitars),,"[[New Orleans, Louisiana|New Orleans]], [[Louisiana]]",,,,Generationals,57MtJQ6Sc4tIxrXIhrqVJL
The Drums,*Jonathan Pierce,,"[[Brooklyn]], [[New York (state)|New York]], United States",,,,The Drums,0p5axeJsbtTCXBrRVoKjwu
A Silent Film,Robert Stevenson<br>Spencer Walker,,"[[Oxford]], England",,,,A Silent Film,7HO5HS3yeokRBGVC4nSKIb
Icona Pop,"* Caroline Hjelt
* Aino Jawo",,"[[Stockholm]], Sweden",,,,Icona Pop,1VBflYyxBhnDc9uVib98rw
Fleur East,,,"[[Walthamstow]], [[London]], England",{{birth date and age|1987|10|29|df|=|yes}},female,English_female_pop_singers,Fleur East,37mtx80nMDETlbsq2eFCzc
Veronica Maggio,,Veronica Sandra Karin Maggio,"[[Uppsala]], Sweden",{{birth date and age|df|=|yes|1981|03|15}},female,Swedish_female_singers,Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs
Max Jury,,Maxwell Jury,"[[Des Moines]], [[Iowa]], US",{{Birth date and age|1992|05|12}},male,American_male_singers,Max Jury,3MuPVbFDynbq9zRTAqjRxi
Hellbillies,Aslag Haugen<br />[[Lars Håvard Haugen]]<br />Bjørn Gunnar Sando<br />Lars Christian Narum<br />Egil Stemkens,,"[[Ål]], [[Hallingdal]], [[Norway]]",,,,Hellbillies,0PqNs9XCK5D16ihtRMuOoU
Ingrid Olava,,Ingrid Olava Brænd Eriksen,,{{Birth date and age|df|=|yes|1981|3|18}},,,Ingrid Olava,31QXbjGMTpXUWhhAFtIkmQ
Ásgeir,,Ásgeir Trausti Einarsson,"[[Reykjavík]], Iceland",{{birth date and age|df|=|yes|1992|07|01}},,,Ásgeir,7xUZ4069zcyBM4Bn10NQ1c
Dustin Tebbutt,,,"[[Armidale, New South Wales]], Australia",,,,Dustin Tebbutt,0z9hynUsIjf0ddI4uHqPWX
Phoria,Trewin Howard<br />Ed Sanderson<br />Jeb Hardwick<br />Seryn Burden<br />James Cheeseman,,"[[Brighton]], England",,,,Phoria,0HDxlFsXwyrpufs4YgTNMm
The Last Dinosaur,,,,,,,The Last Dinosaur,69sFt37arbuC0hGSFAoWqZ
Tall Heights,Tim Harrington<br />Paul Wright<br />Paul Dumas,,"[[Boston, Massachusetts]]",,,,Tall Heights,1OVaGC0CDZaxjcPxclSNmp
Little Dragon,"* [[Yukimi Nagano]]
* Erik Bodin
* Fredrik Wallin
* Håkan Wirenstrand",,"[[Gothenburg]], Sweden",,,,Little Dragon,6Tyzp9KzpiZ04DABQoedps
Peter Silberman,,,"[[New York City]], United States",{{birth date and age|1986|3|31}},,,Peter Silberman,68CJm0zi1e3ucyJvlmJHri
London Philharmonic Orchestra,,,,,,,London Philharmonic Orchestra,3PfJE6ebCbCHeuqO4BfNeA
Terry Jacks,,Terrence Ross Jacks,"[[Winnipeg]], [[Manitoba]], Canada",{{birth date and age|1944|03|29}},,,Terry Jacks,09dDdtfi4mWLdC2BHOrIrl
The Jackson Southernaires,Maurice Surrell<br/>Huey Williams<br/>James Burks,,"[[Jackson, Mississippi]]",,,,The Jackson Southernaires,7rFVPfrASM9KOEeJBa4l0x
Sundara Karma,Oscar Pollock <br /> Dom Cordell <br /> Ally Baty <br /> Haydn Evans,,"[[Reading, Berkshire]], England",,,,Sundara Karma,4fgXfJCQnK6c44u4KzAtQP
Howard,,,"Old English, Old Norse",,,,Howard,7kfaJkEGQmDhceMYvn9Ax5
Reptar,,,,,,,Reptar,5dMNVzCPRLL5QUGvvrNW9P
Surfer Blood,John Paul Pitts<br />Tyler Schwarz<br /> Mike McCleary <br /> Lindsey Mills,,"[[West Palm Beach]], [[Florida]], United States",,,,Surfer Blood,0IlQRCafsMrd0QkTRBU6n0
Karen O,,Karen Lee Orzolek,"[[Busan]], South Korea",{{birth date and age|1978|11|22}},female,American_female_rock_singers,Karen O,6emHCSoB4tJxTVXakbrpPz
Jamelia,,Jamelia Niela Davis,"[[Handsworth, Birmingham]], West Midlands, England",{{birth date and age|df|=|yes|1981|1|11}},female,English_female_singers,Jamelia,3f5W9NEwkc1SAIPFuumcaf
Knife Party,"* [[Rob Swire]]
* [[Gareth McGrillen]]",,"[[Perth]], [[Western Australia]], Australia",,,,Knife Party,2DuJi13MWHjRHrqRUwk8vH
Stromae,,Paul Van Haver,"[[Etterbeek]], [[Brussels-Capital Region]], [[Belgium]]",{{Birth date and age|df|=|yes|1985|3|12}},,,Stromae,5j4HeCoUlzhfWtjAfM1acR
Irma Thomas,,Irma Lee,"[[Ponchatoula, Louisiana]], U.S.",{{Birth date and age|1941|2|18|mf|=|y}},female,African-American_female_singers,Irma Thomas,01Z8Z9K54zewyP04ZfGLSv
NoMBe,,,"[[Los Angeles, California]], US",{{birth date and age|1991|4|27}},,,NoMBe,5Lhxlge1CR1DrgDAje8Qaw
Nick Mulvey,,Nick Mulvey,England,{{birth date and age|df|=|yes|1984|11|04}},,,Nick Mulvey,3x8FbPjh2Qz55XMdE2Yalj
Ine Hoem,,Ine Kristine Hoem,"[[Oslo]], Norway",{{birth date and age|1985|12|19|df|=|y}},,,Ine Hoem,5MTbPbWnnllwgJBsahACzy
Anna of the North,Anna Lotterud,,"[[Gjøvik]], Norway",,,,Anna of the North,1mSJCvDX0W7Dn7S9C6vmvI
Dagny,,,,,,,Dagny,6Paz0vXJJ9bCPf0fEm3qzg
Klingande,Cédric Steinmyller,Cédric Steinmyller,"[[Croix, Nord|Croix]], [[Hauts-de-France]], France",{{birth date and age|1990|05|14|df|=|yes}},,,Klingande,1L9i6qZYIGQedgM9QLSyzb
Otto Knows,,Otto Jettman,"[[Stockholm]], [[Sweden]]",{{birth date and age|1989|05|6|df|=|y}},,,Otto Knows,5fahUm8t5c0GIdeTq0ZaG8
The Tokens,'''Jay Siegel's Tokens''':<br>Jay Siegel (lead vocalist)<br />Bill Reid<br />Kurt Yahjian<br />'''The Margo's Tokens''':<br />Jay Leslie<br />Mike Johnson<br />Noah Margo<br />Ari Margo<br />Damien Margo,,"[[Brooklyn, New York]], [[United States]]",,,,The Tokens,1GAJzApRTMmYZ9EjQ91VOy
Jorja Smith,,Jorja Alice Smith,"[[Walsall]], [[West Midlands (county)|West Midlands]], England",{{Birth date and age|df|=|yes|1997|6|11}},,,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
Glass Animals,"*Dave Bayley
*Drew MacFarlane
*Edmund Irwin-Singer
*Joe Seaward",,"[[Oxford]], England",,,,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq
Karpe,Magdi Omar Ytreeide Abdelmaguid <br />Chirag Rashmikant Patel,,"[[Oslo]], Norway",,,,Karpe,3X23gpg1vPacr0hBARyxtN
Taylor Dayne,,Leslie Wunderman,"[[New York City]], New York, US",{{Birth date and age|1962|3|7}},female,American_female_pop_singers,Taylor Dayne,32lVGr0fSRGT6okLKHiP68
deLillos,[[Lars Lillo-Stenberg]]<br />[[Lars Fredrik Beckstrøm]]<br />[[Øystein Paasche]]<br />[[Lars Lundevall]],,"Oslo, Norway",,,,deLillos,5gsErkGsLeCYCSK0Pxj01N
Bjørn Eidsvåg,,,"[[Sauda]], Norway",{{birth date and age|df|=|yes|1954|3|17}},,,Bjørn Eidsvåg,11Vny8qHe4KR50ZIjhz7sz
Jackie Wilson,,Jack Leroy Wilson Jr.,"[[Detroit, Michigan]], U.S.",{{Birth date|1934|06|09}},male,African-American_male_singers,Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju
Cher,,Cherilyn Sarkisian,"[[El Centro, California]], US",{{Birth date and age|1946|5|20}},female,American_female_pop_singers,Cher,72OaDtakiy6yFqkt4TsiFt
Ultravox,,,"[[London]], England",,,,Ultravox,3iUjRVvYCsMfz7tuAQtBDI
Beach House,"* [[Victoria Legrand]]
* [[Alex Scally]]",,"[[Baltimore, Maryland]], U.S.",,,,Beach House,56ZTgzPBDge0OvCGgMO3OY
Roberta Flack,,Roberta Cleopatra Flack,[[Howard University]],{{Birth date and age|mf|=|yes|1937|02|10}},female,African-American_female_singer-songwriters,Roberta Flack,0W498bDDNlJIrYMKXdpLHA
Adrian Lux,,Prinz Adrian Johannes Hynne,[[Sweden]],{{birth date and age|1986|5|1|df|=|y}},,,Adrian Lux,5kp9Qhzri9LrDkzrtjt5Sh
Death Team,Maja Edelbring<br />Johen Rafael Tilli,,Sweden,,,,Death Team,5Z3wNT3CwCujFCgY7xs9Yu
Atlas Genius,Keith Jeffery<br />Michael Jeffery<br />Steven Jeffery<br />Dave Green,,"[[Adelaide]], [[South Australia]], Australia",,,,Atlas Genius,42vg2T0Xg9yPaAgogJzoQH
Youngblood Hawke,,,,,,,Youngblood Hawke,6VXZCpbkwm0W0aPjQR1t4K
Ra Ra Riot,Wes Miles<br />[[Mathieu Santos]]<br />Milo Bonacci<br />Rebecca Zeller<br />Kenny Bernard,,"[[Syracuse, New York]], U.S.",,,,Ra Ra Riot,6FIrstf3kHEg3zBOyLpvxD
Le Youth,,Wes James,"[[Los Angeles]], [[California]], United States",1985,,,Le Youth,1Zz6NBe8UIZjm88TvehFtx
Ryan Adams,,David Ryan Adams,"[[Jacksonville, North Carolina]], U.S.",{{birth date and age|1974|11|5}},male,American_country_singers,Ryan Adams,2qc41rNTtdLK0tV3mJn2Pm
Kate Bush,,Catherine Bush,"[[Bexleyheath]], Kent, England",{{birth date and age|1958|07|30|df|=|yes}},female,English_female_singer-songwriters,Kate Bush,1aSxMhuvixZ8h9dK9jIDwL
Jamie Cullum,,,"[[Rochford]], [[Essex]], England",{{birth date and age|1979|8|20|df|=|yes}},male,English_male_singers,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o
Simon & Garfunkel,,,"[[New York City, New York]], U.S.",,,,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE
Otis Redding,,Otis Ray Redding Jr.,"[[Dawson, Georgia]], U.S.",{{birth date|1941|9|9}},male,African-American_male_singers,Otis Redding,60df5JBRRPcnSpsIMxxwQm
Sivert Høyem,,,"[[Sortland]], Norway",{{birth date and age|df|=|y|1976|1|22}},,,Sivert Høyem,2xMBy2SwN1OMgSSCKmX3IG
The Righteous Brothers,"*[[Bill Medley]]
*Bucky Heard",,"[[Orange County, California]], U.S.",,,,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX
Nina Simone,,Eunice Kathleen Waymon,"[[Tryon, North Carolina]], U.S.",{{Birth date|1933|2|21}},female,African-American_female_singer-songwriters,Nina Simone,7G1GBhoKtEPnP86X2PvEYO
Fred Åkerström,,Bo Gunnar Åkerström,"[[Stockholm]], Sweden",{{Birth date|df|=|y|1937|1|27}},male,Swedish_male_singers,Fred Åkerström,66se5dgU4TBgWvHtXrYrz0
Moddi,,,"[[Senja (island)|Senja]], [[Troms]], [[Norway]]",{{birth date and age|1987|02|18|df|=|y}},,,Moddi,65ltPnFGbTfv1sFjVOZBMM
Bobby Womack,,Robert Dwayne Womack,"[[Cleveland|Cleveland, Ohio]], U.S.",{{birth date|1944|3|4}},male,African-American_male_singers,Bobby Womack,0vqkz1b2qBkoYrGMj2CUWq
The Staple Singers,,,"[[Chicago]], [[Illinois]], [[United States]]",,,,The Staple Singers,7xGGqA85UIWX1GoTVM4itC
Sam & Dave,,,"[[Miami, Florida]]",,,,Sam & Dave,2BVYdY4PyfCF9z4NrkhEB2
Edwin Starr,,Charles Edwin Hatcher,"[[Nashville, Tennessee]], U.S.",{{birth date|1942|1|21|mf|=|y}},,,Edwin Starr,1B8AXU6gIIafpyLEpbcv1u
Johnnie Taylor,,Johnnie Harrison Taylor,"[[Crawfordsville, Arkansas]], United States",{{Birth date|1934|5|5}},male,American_male_singers,Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz
Audrey Hepburn,,Audrey Kathleen Ruston,"{{nowrap|[[Brussels]], [[Belgium]]}}",{{Birth date |df|=|yes|1929|5|4}},,,Audrey Hepburn,16eV2TebyEhqaDRFEZJ9h8
Booker T. & the M.G.'s,,,"[[Memphis, Tennessee]], [[United States|U.S.]]",,,,Booker T. & the M.G.'s,2vDV0T8sxx2ENnKXds75e5
Johnny Nash,,John Lester Nash Jr.,"[[Houston, Texas]], U.S.",{{birth date|1940|8|19}},,,Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a
The Trammps,,,"[[Philadelphia]],  [[Pennsylvania]], [[United States]]",,,,The Trammps,1zgNpeHQe8GulzfVkYP2VK
Average White Band,[[Alan Gorrie]]<br/>Onnie McIntyre<br/>Fred Vigdor<br/>Cliff Lyons<br/>Rocky Bryant<br/>Brent Carter<br/>Rob Aries,,"[[Dundee]], Scotland",,,,Average White Band,3tx8fyu3c4OBP5nejYtUOb
Diana Ross,,Diana Ernestine Earle Ross,"[[Detroit, Michigan]], U.S.",{{Birth date and age|1944|3|26}},female,African-American_female_singers,Diana Ross,3MdG05syQeRYPPcClLaUGl
Chaka Khan,,Yvette Marie Stevens,"[[Chicago, Illinois]], U.S.",{{Birth date and age|1953|3|23}},female,African-American_female_singer-songwriters,Chaka Khan,6mQfAAqZGBzIfrmlZCeaYT
Craft Spells,Justin Vallesteros <br /> '''Live members:''' <br /> Brandon Hughes <br /> Javier Suarez <br /> Cameron Spencer Case <br /> Nick Robins,,"[[Lathrop, California]], [[United States|USA]]",,,,Craft Spells,16lg8y62dC3J6ok1pNAbFJ
The Vaccines,"{{plainlist|
*[[Justin Young (singer, born 1987)|Justin Hayward-Young]]
*Freddie Cowan
*Árni Árnason
*Timothy Lanham
*Yoann Intonti}}",,"[[West London]], England",,,,The Vaccines,0Ak6DLKHtpR6TEEnmcorKA
Antony and the Johnsons,[[Anohni]]<br/>[[Julia Kent]]<br/>[[Parker Kindred]]<br/>Jeff Langston<br/>[[Rob Moose]]<br/>Maxim Moston<br/>Doug Wieselman<br/>[[Doveman|Thomas Bartlett]],,"[[New York City]], [[New York (state)|New York]], U.S.",,,,Antony and the Johnsons,4fxp616ALtFWnXfwxnjLzW
The Album Leaf,Jimmy LaValle<br />Matt Resovich<br />Brad Lee<br />Dave LeBleu,,"[[San Diego]], U.S.",,,,The Album Leaf,02uPe16VFxPaiueQsPEDkE
Scissor Sisters,"{{plainlist|
*[[Jake Shears]]
*[[Babydaddy]]
*[[Ana Matronic]]
*[[Del Marquis]]
*Randy Real}}",,"[[New York City]], [[New York (state)|NY]], U.S.",,,,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o
Sak Noel,,Isaac Mahmood Noell,"[[La Cellera de Ter]], [[Province of Girona|Girona]], [[Catalonia]], Spain",{{birth date and age|1983|4|12|df|=|y}},,,Sak Noel,15jrieCvf3EklAScnD9kKl
Meredith Brooks,,Meredith Ann Brooks,"[[Corvallis, Oregon]], U.S.",{{birth date and age|1958|06|12}},female,American_female_guitarists,Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN
Joan Osborne,,Joan Elisabeth Osborne,"[[Anchorage, Kentucky]], United States",{{birth date and age|1962|7|8}},female,American_female_country_singers,Joan Osborne,0djV4iaxhNfYWpH60ia85o
Right Said Fred,"* Fred Fairbrass 
* Richard Fairbrass",,"[[East Grinstead]], England, United Kingdom",,,,Right Said Fred,15ajdFAi5bjj5pS9laBfBL
Scatman John,,John Paul Larkin,"[[El Monte, California]], U.S.",{{Birth date|1942|3|13}},male,American_male_singers,Scatman John,4omQQTNN7ILiMsSB2k9eqX
Kevin Lyttle,,Lescott Kevin Lyttle Coombs,"[[Kingstown]], [[Saint Vincent and the Grenadines]]",{{birth date and age|df|=|yes|1976|9|14}},,,Kevin Lyttle,1GaBsp1ICIp1e6udgE7fba
4 Non Blondes,,,"[[San Francisco]], California, U.S.",,,,4 Non Blondes,0Je74SitssvJg1w4Ra2EK7
Las Ketchup,"* Lucía Muñoz
* Lola Muñoz
* Pilar Muñoz
* Rocío Muñoz",,"[[Córdoba, Spain|Córdoba]], [[Andalusia]], Spain",,,,Las Ketchup,1e8GEl48ktvfDpruMKB6Oe
Sophie Ellis-Bextor,,Sophie Michelle Ellis-Bextor,"[[Hounslow]], [[London]], England",{{birth date and age|1979|04|10|df|=|yes}},female,English_female_singer-songwriters,Sophie Ellis-Bextor,2cBh5lVMg222FFuRU7EfDE
